type,weight,fragile,destination
Furniture,37.0,False,Kuching
Documents,1.1,False,Kota Kinabalu
Machinery,39.2,False,Penang
Machinery,63.5,False,Johor Bahru
Furniture,47.3,False,Kuala Lumpur
Machinery,48.9,False,Kota Kinabalu
Food,2.4,True,Johor Bahru
Clothing,0.5,False,Kuching
Food,6.1,True,Johor Bahru
Furniture,38.3,True,Penang
Clothing,4.4,False,Kota Kinabalu
Food,3.6,False,Johor Bahru
Food,2.6,True,Kuala Lumpur
Machinery,37.2,False,Kuala Lumpur
Electronics,5.8,True,Kota Kinabalu
Documents,0.8,False,Kuching
Clothing,1.0,False,Kuching
Machinery,31.0,False,Kuching
Machinery,58.6,False,Johor Bahru
Furniture,22.4,False,Kuching
Documents,1.1,False,Kota Kinabalu
Food,4.6,False,Johor Bahru
Machinery,45.5,False,Kota Kinabalu
Clothing,3.6,False,Kota Kinabalu
Clothing,3.0,False,Penang
Furniture,22.9,True,Kuching
Food,7.8,True,Penang
Food,6.6,False,Johor Bahru
Furniture,27.7,False,Kota Kinabalu
Furniture,29.3,False,Kuching
Clothing,4.7,False,Kuala Lumpur
Clothing,3.1,False,Kuala Lumpur
Documents,1.2,False,Johor Bahru
Machinery,66.9,False,Penang
Documents,1.3,False,Kota Kinabalu
Documents,1.1,False,Kuala Lumpur
Food,9.7,True,Johor Bahru
Electronics,7.8,True,Kota Kinabalu
Documents,2.0,False,Kuching
Furniture,48.6,False,Kota Kinabalu
Documents,1.9,False,Kota Kinabalu
Electronics,12.8,True,Johor Bahru
Documents,0.6,False,Kuala Lumpur
Machinery,34.0,False,Johor Bahru
Machinery,50.1,False,Penang
Documents,0.7,False,Johor Bahru
Food,3.0,True,Kota Kinabalu
Machinery,44.9,False,Kuching
Machinery,31.9,False,Kuching
Furniture,42.8,True,Kota Kinabalu
Furniture,36.8,True,Penang
Documents,1.0,True,Kuala Lumpur
Clothing,1.5,False,Kota Kinabalu
Furniture,44.8,False,Penang
Food,5.0,False,Penang
Clothing,4.6,False,Kota Kinabalu
Furniture,40.6,False,Kuala Lumpur
Furniture,29.6,False,Kuala Lumpur
Machinery,40.2,False,Penang
Documents,0.7,True,Kota Kinabalu
Furniture,45.3,True,Kota Kinabalu
Clothing,3.0,False,Johor Bahru
Furniture,48.7,True,Penang
Furniture,33.0,False,Penang
Documents,1.0,False,Kota Kinabalu
Clothing,3.4,False,Johor Bahru
Documents,0.9,False,Kuching
Machinery,50.2,False,Kuching
Furniture,23.3,True,Kota Kinabalu
Documents,1.3,False,Johor Bahru
Machinery,37.1,False,Kota Kinabalu
Food,8.2,True,Kota Kinabalu
Machinery,66.9,False,Kuala Lumpur
Machinery,69.9,True,Kuala Lumpur
Machinery,65.3,False,Kuching
Food,2.8,False,Kuala Lumpur
Clothing,3.7,False,Kuala Lumpur
Clothing,4.6,False,Kuching
Food,5.7,True,Kuching
Clothing,0.8,False,Penang
Documents,1.8,False,Kota Kinabalu
Documents,1.1,False,Johor Bahru
Clothing,4.1,False,Kuching
Electronics,18.7,True,Kota Kinabalu
Machinery,57.4,False,Kuching
Electronics,5.1,True,Kuala Lumpur
Clothing,3.7,False,Kuching
Furniture,25.1,True,Kuching
Machinery,62.8,False,Kuala Lumpur
Machinery,59.0,False,Kuching
Documents,1.5,False,Penang
Documents,0.8,False,Penang
Food,8.1,False,Kuching
Furniture,32.8,False,Penang
Furniture,49.8,False,Johor Bahru
Documents,1.5,False,Penang
Documents,0.9,False,Johor Bahru
Clothing,1.6,False,Johor Bahru
Electronics,13.7,True,Kuala Lumpur
Documents,1.3,False,Penang
Machinery,55.5,False,Penang
Documents,0.7,False,Penang
Machinery,56.3,False,Penang
Electronics,11.1,True,Penang
Electronics,8.5,True,Kota Kinabalu
Clothing,4.2,False,Kuching
Food,6.3,True,Penang
Clothing,2.1,False,Kuching
Furniture,39.0,False,Penang
Documents,1.9,False,Penang
Furniture,39.9,False,Kota Kinabalu
Documents,0.8,False,Penang
Clothing,3.5,False,Penang
Furniture,43.8,False,Johor Bahru
Electronics,16.9,True,Johor Bahru
Electronics,10.6,True,Johor Bahru
Food,6.1,True,Penang
Clothing,3.4,False,Kuala Lumpur
Furniture,49.2,False,Kuching
Documents,0.6,False,Johor Bahru
Documents,1.7,False,Kota Kinabalu
Furniture,41.3,False,Johor Bahru
Furniture,22.2,True,Johor Bahru
Documents,0.6,False,Kuala Lumpur
Clothing,3.7,False,Penang
Clothing,4.2,False,Johor Bahru
Clothing,3.8,False,Kota Kinabalu
Clothing,4.0,False,Kota Kinabalu
Electronics,10.0,True,Kuching
Documents,0.7,False,Johor Bahru
Documents,0.6,False,Kuching
Furniture,27.9,False,Penang
Electronics,6.1,True,Johor Bahru
Electronics,8.0,True,Johor Bahru
Documents,1.9,False,Kota Kinabalu
Clothing,2.0,False,Johor Bahru
Electronics,9.7,True,Kuching
Documents,0.6,False,Kuala Lumpur
Electronics,8.8,True,Kota Kinabalu
Furniture,48.8,False,Johor Bahru
Machinery,36.3,False,Penang
Food,3.1,False,Kota Kinabalu
Food,8.6,True,Kuching
Clothing,4.9,False,Kuala Lumpur
Documents,0.5,False,Johor Bahru
Electronics,18.1,True,Johor Bahru
Clothing,3.9,False,Kuching
Documents,1.3,False,Johor Bahru
Furniture,40.0,False,Kota Kinabalu
Machinery,31.7,True,Kota Kinabalu
Documents,1.1,False,Penang
Machinery,46.5,False,Kuala Lumpur
Electronics,17.0,True,Kota Kinabalu
Furniture,38.2,False,Kuching
Electronics,17.9,True,Johor Bahru
Documents,0.5,False,Penang
Clothing,2.7,False,Kota Kinabalu
Clothing,5.0,False,Kuching
Documents,1.0,False,Kota Kinabalu
Documents,1.2,False,Johor Bahru
Electronics,17.1,True,Johor Bahru
Electronics,15.3,True,Kuching
Machinery,62.9,False,Kuching
Electronics,8.5,True,Penang
Food,2.4,True,Kuching
Clothing,1.5,False,Penang
Machinery,50.8,True,Kuala Lumpur
Documents,1.2,False,Penang
Clothing,4.2,False,Kuching
Furniture,33.6,True,Kota Kinabalu
Electronics,14.6,False,Penang
Electronics,5.5,True,Johor Bahru
Electronics,19.6,True,Kuching
Clothing,2.6,False,Penang
Machinery,63.4,False,Kuching
Machinery,64.9,False,Kota Kinabalu
Electronics,9.3,True,Kuala Lumpur
Machinery,38.7,False,Kuala Lumpur
Food,6.9,True,Penang
Food,6.5,True,Kuala Lumpur
Electronics,5.5,False,Johor Bahru
Electronics,18.8,True,Kuching
Food,5.7,False,Kota Kinabalu
Food,6.0,True,Kota Kinabalu
Machinery,51.5,False,Kuala Lumpur
Furniture,26.1,False,Penang
Documents,1.1,False,Kuching
Food,3.1,True,Kuching
Furniture,48.4,False,Kuala Lumpur
Food,8.7,True,Penang
Food,7.3,False,Kota Kinabalu
Electronics,13.9,True,Kota Kinabalu
Machinery,41.8,False,Johor Bahru
Clothing,1.7,False,Kuala Lumpur
Food,6.5,True,Kuala Lumpur
Clothing,2.6,False,Penang
Furniture,30.4,True,Penang
Documents,1.9,False,Johor Bahru
Machinery,45.2,False,Kuching
Machinery,55.0,False,Kota Kinabalu
Clothing,2.5,False,Kota Kinabalu
Clothing,3.3,False,Johor Bahru
Food,9.9,False,Kuala Lumpur
Electronics,6.0,True,Kota Kinabalu
Machinery,36.5,False,Kota Kinabalu
Clothing,2.7,False,Johor Bahru
Food,1.3,False,Johor Bahru
Furniture,44.7,False,Penang
Documents,1.0,False,Kuala Lumpur
Documents,0.8,True,Penang
Machinery,63.5,False,Kuching
Food,1.6,False,Kota Kinabalu
Machinery,67.9,True,Johor Bahru
Machinery,42.5,False,Kota Kinabalu
Electronics,18.5,True,Johor Bahru
Food,6.0,True,Kuching
Furniture,23.5,False,Kota Kinabalu
Machinery,40.7,False,Kuching
Clothing,2.8,False,Kuching
Documents,1.4,False,Penang
Clothing,3.5,False,Johor Bahru
Electronics,13.9,True,Kota Kinabalu
Food,1.7,True,Johor Bahru
Furniture,29.4,False,Kota Kinabalu
Documents,0.9,False,Johor Bahru
Electronics,18.9,True,Kuching
Machinery,62.6,False,Kuala Lumpur
Electronics,8.4,True,Kuala Lumpur
Documents,0.9,False,Penang
Furniture,45.4,False,Kota Kinabalu
Documents,1.2,False,Johor Bahru
Food,8.1,False,Kuala Lumpur
Machinery,37.3,False,Kuala Lumpur
Clothing,2.2,False,Kuching
Clothing,1.6,False,Kota Kinabalu
Electronics,19.3,True,Kota Kinabalu
Documents,0.9,True,Penang
Machinery,45.3,True,Johor Bahru
Machinery,68.3,False,Johor Bahru
Documents,1.6,False,Johor Bahru
Electronics,16.2,True,Kuala Lumpur
Documents,1.5,False,Johor Bahru
Electronics,9.3,False,Penang
Food,6.2,False,Kota Kinabalu
Documents,1.0,False,Penang
Documents,1.6,True,Johor Bahru
Documents,0.5,False,Johor Bahru
Food,3.2,True,Kuching
Documents,0.9,False,Penang
Furniture,30.1,False,Johor Bahru
Electronics,10.0,True,Kuching
Documents,1.9,False,Kota Kinabalu
Clothing,1.5,False,Kuching
Furniture,44.8,False,Kuching
Furniture,26.8,False,Kuala Lumpur
Electronics,10.0,False,Penang
Food,2.2,True,Kuala Lumpur
Furniture,40.8,False,Penang
Food,2.2,True,Kuching
Clothing,2.8,False,Johor Bahru
Furniture,48.2,False,Kuching
Electronics,9.3,True,Penang
Furniture,33.0,False,Penang
Machinery,59.5,False,Kota Kinabalu
Food,7.1,True,Kota Kinabalu
Food,3.4,True,Kuala Lumpur
Food,7.4,True,Penang
Food,9.9,True,Kuala Lumpur
Documents,1.5,False,Penang
Machinery,61.1,False,Penang
Furniture,45.1,False,Johor Bahru
Documents,1.0,False,Kuala Lumpur
Clothing,2.0,False,Penang
Clothing,3.4,False,Kuala Lumpur
Electronics,19.7,True,Kuala Lumpur
Electronics,15.7,False,Kuala Lumpur
Food,5.9,False,Johor Bahru
Electronics,13.1,True,Kota Kinabalu
Documents,1.5,False,Kuala Lumpur
Electronics,15.0,False,Kuala Lumpur
Food,7.7,False,Johor Bahru
Electronics,12.6,True,Kuala Lumpur
Furniture,48.6,True,Kuala Lumpur
Food,1.6,False,Kuala Lumpur
Food,6.3,True,Johor Bahru
Documents,1.9,False,Johor Bahru
Furniture,24.6,False,Kuala Lumpur
Food,4.2,True,Kota Kinabalu
Documents,1.4,False,Kuala Lumpur
Furniture,31.6,True,Johor Bahru
Food,3.8,True,Johor Bahru
Food,7.4,True,Kuching
Electronics,16.7,False,Johor Bahru
Documents,0.8,False,Kuching
Documents,1.4,False,Penang
Electronics,11.4,True,Kuching
Electronics,6.7,False,Penang
Electronics,9.9,True,Kuala Lumpur
Food,1.5,False,Kota Kinabalu
Documents,0.9,False,Penang
Food,6.8,False,Kota Kinabalu
Machinery,51.3,False,Kuala Lumpur
Food,2.1,True,Kuching
Furniture,35.4,False,Kota Kinabalu
Food,8.8,True,Johor Bahru
Documents,1.9,False,Kuala Lumpur
Clothing,4.5,False,Penang
Clothing,1.0,False,Penang
Machinery,55.4,True,Johor Bahru
Food,1.2,True,Kuching
Electronics,15.6,True,Penang
Clothing,1.1,False,Kuching
Food,3.0,True,Kota Kinabalu
Furniture,30.8,False,Kuala Lumpur
Machinery,33.3,True,Penang
Documents,0.5,False,Kuala Lumpur
Machinery,47.2,True,Kuala Lumpur
Documents,0.8,False,Penang
Clothing,2.6,False,Kuala Lumpur
Clothing,3.6,False,Kota Kinabalu
Electronics,15.7,False,Kuala Lumpur
Machinery,59.8,False,Penang
Furniture,28.6,True,Penang
Food,5.0,True,Penang
Food,9.8,False,Kota Kinabalu
Documents,1.6,False,Kota Kinabalu
Electronics,18.5,True,Johor Bahru
Food,7.8,False,Kota Kinabalu
Machinery,30.7,False,Johor Bahru
Clothing,3.2,False,Penang
Furniture,45.6,True,Johor Bahru
Clothing,2.5,False,Kota Kinabalu
Furniture,24.2,True,Kuching
Furniture,34.7,False,Johor Bahru
Furniture,32.6,True,Kuching
Food,4.4,False,Kota Kinabalu
Documents,1.2,True,Kuala Lumpur
Clothing,3.2,True,Kota Kinabalu
Food,4.5,False,Kuching
Documents,1.2,False,Kuching
Food,8.8,True,Johor Bahru
Documents,0.5,False,Kuala Lumpur
Furniture,31.5,False,Kota Kinabalu
Food,3.8,False,Kota Kinabalu
Machinery,63.7,False,Kuching
Food,4.2,True,Kuching
Clothing,4.4,False,Johor Bahru
Electronics,7.8,True,Kota Kinabalu
Food,9.3,False,Johor Bahru
Electronics,16.7,True,Penang
Clothing,0.6,False,Kota Kinabalu
Food,2.0,False,Kuala Lumpur
Electronics,12.5,True,Kuala Lumpur
Food,1.1,True,Kota Kinabalu
Documents,1.9,True,Kota Kinabalu
Machinery,65.6,False,Kuching
Machinery,56.1,False,Penang
Electronics,8.9,True,Penang
Machinery,30.6,False,Kuching
Documents,0.7,False,Johor Bahru
Machinery,48.5,False,Kota Kinabalu
Food,3.3,True,Kota Kinabalu
Food,5.3,True,Kuching
Electronics,7.6,True,Johor Bahru
Machinery,32.7,False,Kuching
Machinery,60.3,False,Kota Kinabalu
Food,4.8,True,Kota Kinabalu
Electronics,15.3,True,Kota Kinabalu
Clothing,1.1,False,Johor Bahru
Clothing,4.6,False,Kota Kinabalu
Documents,0.5,False,Kota Kinabalu
Furniture,29.6,False,Kuala Lumpur
Electronics,16.0,False,Penang
Documents,1.6,False,Kuala Lumpur
Machinery,40.6,False,Kuching
Clothing,4.4,False,Kuala Lumpur
Documents,0.7,False,Penang
Machinery,60.5,False,Kuching
Clothing,3.7,False,Kota Kinabalu
Documents,1.3,False,Penang
Clothing,3.1,False,Johor Bahru
Documents,1.4,False,Penang
Documents,1.5,False,Kota Kinabalu
Documents,1.5,True,Kuching
Food,9.7,False,Johor Bahru
Food,3.0,False,Penang
Clothing,2.3,False,Kota Kinabalu
Machinery,46.1,False,Kuala Lumpur
Food,7.7,True,Kota Kinabalu
Machinery,56.1,False,Penang
Machinery,63.2,False,Kota Kinabalu
Electronics,19.4,True,Kuching
Electronics,11.0,False,Johor Bahru
Electronics,18.5,False,Kota Kinabalu
Furniture,34.5,True,Kuching
Electronics,9.7,False,Penang
Clothing,3.7,False,Johor Bahru
Furniture,41.5,False,Kuching
Machinery,60.1,False,Penang
Electronics,10.1,True,Johor Bahru
Food,7.1,False,Kuching
Documents,0.7,False,Penang
Clothing,1.1,False,Kuching
Electronics,6.9,True,Kuala Lumpur
Clothing,3.2,False,Penang
Furniture,21.2,True,Kota Kinabalu
Food,6.3,True,Johor Bahru
Food,4.5,False,Kuching
Machinery,38.3,False,Kuching
Clothing,4.2,False,Kuala Lumpur
Documents,1.3,False,Kuala Lumpur
Food,2.5,False,Johor Bahru
Documents,1.7,False,Johor Bahru
Electronics,5.6,True,Kuala Lumpur
Furniture,20.5,False,Kuching
Furniture,20.2,False,Johor Bahru
Electronics,14.3,True,Kota Kinabalu
Food,4.4,True,Johor Bahru
Documents,0.5,False,Johor Bahru
Food,3.1,False,Penang
Furniture,49.4,False,Kuala Lumpur
Furniture,20.6,False,Johor Bahru
Clothing,4.2,False,Kota Kinabalu
Electronics,5.5,True,Johor Bahru
Electronics,14.8,True,Johor Bahru
Electronics,12.3,True,Penang
Food,9.1,False,Kuala Lumpur
Electronics,9.0,True,Penang
Machinery,69.3,False,Kuala Lumpur
Documents,1.0,False,Kuching
Clothing,3.9,False,Kuching
Documents,1.1,True,Kuching
Electronics,5.9,True,Kuching
Food,5.4,True,Johor Bahru
Clothing,1.1,False,Kuching
Electronics,13.6,True,Kota Kinabalu
Furniture,46.9,True,Johor Bahru
Furniture,21.3,True,Kuching
Documents,1.4,False,Penang
Documents,0.7,False,Kuching
Documents,1.1,False,Johor Bahru
Furniture,37.8,False,Kuching
Clothing,2.3,False,Kuching
Electronics,7.4,True,Kota Kinabalu
Clothing,2.8,False,Kota Kinabalu
Food,8.0,True,Kuala Lumpur
Clothing,1.2,False,Penang
Clothing,2.2,False,Johor Bahru
Electronics,12.3,True,Penang
Electronics,18.9,True,Kuching
Electronics,12.9,True,Kota Kinabalu
Electronics,14.8,True,Kuala Lumpur
Documents,1.3,False,Kota Kinabalu
Electronics,10.8,True,Johor Bahru
Furniture,23.7,False,Kuala Lumpur
Documents,1.4,False,Kuching
Documents,0.6,False,Kuching
Electronics,11.9,True,Kuala Lumpur
Furniture,49.9,False,Kota Kinabalu
Electronics,11.6,False,Kota Kinabalu
Furniture,35.2,False,Penang
Documents,0.6,False,Kuala Lumpur
Clothing,1.9,False,Penang
Food,5.8,True,Kota Kinabalu
Clothing,0.7,False,Kuching
Clothing,3.0,False,Penang
Documents,0.5,False,Kuala Lumpur
Clothing,4.4,False,Kuala Lumpur
Machinery,41.7,False,Kuching
Food,1.3,False,Kuching
Food,7.1,True,Kuala Lumpur
Food,7.8,False,Johor Bahru
Food,6.0,True,Kuching
Machinery,68.3,False,Johor Bahru
Documents,1.8,False,Johor Bahru
Clothing,2.3,False,Penang
Documents,1.1,False,Penang
Furniture,48.4,False,Kuching
Furniture,28.7,True,Johor Bahru
Clothing,4.4,False,Kuching
Documents,1.7,False,Kuching
Furniture,31.1,False,Johor Bahru
Machinery,54.4,True,Johor Bahru
Electronics,7.0,True,Kota Kinabalu
Furniture,38.5,False,Kuala Lumpur
Furniture,42.3,False,Kota Kinabalu
Documents,0.5,False,Kota Kinabalu
Documents,1.7,False,Kota Kinabalu
Machinery,64.2,False,Kota Kinabalu
Machinery,65.6,False,Johor Bahru
Machinery,52.8,True,Kota Kinabalu
Food,4.3,True,Kuala Lumpur
Electronics,18.9,True,Kuching
Food,7.2,False,Kota Kinabalu
Machinery,39.4,False,Penang
Electronics,5.0,False,Kuching
Electronics,7.5,True,Kota Kinabalu
Furniture,45.4,False,Kuala Lumpur
Food,7.6,False,Kuching
Clothing,3.4,False,Kota Kinabalu
Machinery,42.8,False,Kota Kinabalu
Furniture,44.9,False,Penang
Food,6.3,True,Penang
Clothing,2.5,False,Johor Bahru
Machinery,45.5,False,Johor Bahru
Furniture,31.0,True,Kota Kinabalu
Electronics,9.2,True,Penang
Food,5.7,False,Johor Bahru
Machinery,44.4,False,Penang
Food,9.8,True,Kuala Lumpur
Clothing,4.9,False,Kuala Lumpur
Documents,0.9,False,Kuala Lumpur
Documents,1.9,False,Kuching
Food,1.3,False,Kuala Lumpur
Electronics,8.2,False,Kota Kinabalu
Machinery,54.0,False,Penang
Furniture,49.8,False,Penang
Machinery,49.1,False,Kuala Lumpur
Machinery,40.0,False,Johor Bahru
Electronics,15.0,False,Penang
Furniture,26.0,False,Kota Kinabalu
Food,8.9,True,Johor Bahru
Food,5.4,False,Penang
Electronics,16.5,True,Penang
Electronics,10.0,False,Johor Bahru
Documents,0.6,True,Penang
Clothing,3.0,False,Kuala Lumpur
Furniture,38.4,False,Kuala Lumpur
Food,8.8,True,Kuching
Electronics,18.4,True,Penang
Food,4.8,True,Kuala Lumpur
Machinery,34.9,False,Kuching
Clothing,4.1,False,Kuching
Furniture,42.2,True,Johor Bahru
Clothing,2.8,False,Kota Kinabalu
Machinery,66.3,False,Penang
Furniture,34.4,False,Penang
Furniture,27.0,False,Kuala Lumpur
Clothing,1.4,False,Kota Kinabalu
Documents,1.4,False,Johor Bahru
Electronics,15.1,True,Johor Bahru
Machinery,57.7,False,Kuching
Machinery,52.4,False,Kuching
Documents,0.9,False,Kota Kinabalu
Documents,1.2,False,Kuala Lumpur
Furniture,49.0,False,Kuching
Furniture,42.8,False,Kuching
Machinery,46.7,False,Kota Kinabalu
Documents,0.8,False,Kuala Lumpur
Machinery,43.8,False,Kuala Lumpur
Furniture,36.6,True,Kuching
Food,5.5,True,Kota Kinabalu
Food,7.3,True,Johor Bahru
Documents,1.8,False,Penang
Documents,1.0,False,Johor Bahru
Clothing,4.5,False,Kuching
Clothing,1.0,False,Kuala Lumpur
Documents,1.7,True,Johor Bahru
Documents,1.0,False,Kuala Lumpur
Food,8.7,False,Kuching
Furniture,35.9,True,Johor Bahru
Food,3.1,True,Kuching
Furniture,42.5,False,Kota Kinabalu
Food,7.5,True,Johor Bahru
Electronics,7.5,True,Penang
Machinery,55.1,False,Kota Kinabalu
Clothing,1.1,False,Penang
Documents,1.6,True,Johor Bahru
Food,5.9,True,Kota Kinabalu
Electronics,7.4,False,Kuala Lumpur
Electronics,8.5,True,Kota Kinabalu
Food,5.6,True,Kuala Lumpur
Clothing,2.5,False,Johor Bahru
Food,1.4,True,Johor Bahru
Clothing,2.5,False,Kuching
Clothing,2.6,False,Kuala Lumpur
Clothing,3.1,False,Kuala Lumpur
Electronics,13.2,False,Kota Kinabalu
Documents,2.0,False,Kota Kinabalu
Documents,1.5,False,Kuching
Documents,0.7,False,Kuala Lumpur
Documents,1.3,False,Penang
Clothing,4.2,True,Kuala Lumpur
Documents,1.9,True,Johor Bahru
Electronics,9.4,True,Kuala Lumpur
Documents,0.7,False,Johor Bahru
Clothing,2.7,False,Kuala Lumpur
Clothing,1.0,False,Kuching
Furniture,27.7,False,Kuching
Documents,1.5,False,Kota Kinabalu
Machinery,41.4,False,Kota Kinabalu
Documents,1.9,False,Penang
Food,9.6,True,Penang
Clothing,0.8,False,Penang
Clothing,2.8,False,Kuching
Documents,1.0,True,Penang
Documents,1.1,False,Kuching
Clothing,3.6,False,Kuala Lumpur
Machinery,50.7,True,Kuala Lumpur
Food,10.0,False,Kuala Lumpur
Food,6.9,False,Johor Bahru
Documents,0.6,False,Kota Kinabalu
Documents,1.8,True,Kuala Lumpur
Machinery,45.6,False,Penang
Clothing,0.9,False,Johor Bahru
Furniture,31.2,True,Kuala Lumpur
Furniture,23.2,False,Kota Kinabalu
Clothing,3.4,False,Kuala Lumpur
Clothing,1.4,False,Penang
Documents,0.7,False,Johor Bahru
Food,9.4,True,Kuching
Electronics,16.8,True,Kota Kinabalu
Furniture,39.7,True,Kuala Lumpur
Clothing,2.6,False,Kota Kinabalu
Food,8.7,False,Kota Kinabalu
Machinery,58.5,False,Kuching
Food,6.0,True,Kuala Lumpur
Clothing,4.2,False,Kota Kinabalu
Machinery,60.8,False,Kuala Lumpur
Electronics,11.1,True,Kuala Lumpur
Documents,1.2,False,Kuala Lumpur
Clothing,3.2,False,Johor Bahru
Clothing,0.7,False,Johor Bahru
Machinery,65.5,False,Johor Bahru
Electronics,15.1,True,Penang
Furniture,26.8,True,Kota Kinabalu
Documents,1.5,False,Kuching
Documents,1.4,False,Johor Bahru
Clothing,4.5,False,Kota Kinabalu
Machinery,51.4,True,Penang
Documents,1.3,False,Kuala Lumpur
Clothing,1.8,False,Kota Kinabalu
Machinery,40.5,False,Kota Kinabalu
Electronics,12.7,False,Kuala Lumpur
Clothing,4.7,False,Kuala Lumpur
Food,7.8,False,Kota Kinabalu
Food,4.8,True,Kuala Lumpur
Machinery,37.2,False,Kuching
Electronics,7.1,True,Kuching
Clothing,4.6,False,Johor Bahru
Documents,1.9,False,Johor Bahru
Electronics,17.9,True,Kota Kinabalu
Electronics,16.5,True,Penang
Clothing,3.6,False,Kuala Lumpur
Furniture,37.5,True,Kuching
Electronics,7.5,True,Kuala Lumpur
Electronics,16.8,True,Kuching
Food,4.6,True,Kuala Lumpur
Clothing,4.4,False,Kuala Lumpur
Clothing,1.8,True,Kota Kinabalu
Machinery,51.0,False,Penang
Electronics,14.5,True,Kuala Lumpur
Documents,0.6,False,Penang
Food,9.3,True,Johor Bahru
Electronics,10.5,False,Kota Kinabalu
Furniture,35.1,False,Penang
Documents,1.1,False,Penang
Food,8.4,True,Kuching
Furniture,38.1,False,Kuala Lumpur
Clothing,1.1,False,Kota Kinabalu
Electronics,6.2,True,Kuala Lumpur
Documents,0.9,True,Kuching
Documents,0.6,False,Kuching
Clothing,1.9,False,Kota Kinabalu
Furniture,27.7,False,Penang
Machinery,65.9,False,Kota Kinabalu
Machinery,32.3,False,Johor Bahru
Food,6.3,True,Penang
Furniture,41.7,False,Penang
Food,8.9,False,Kota Kinabalu
Food,3.5,True,Johor Bahru
Food,2.7,False,Kuala Lumpur
Machinery,61.9,True,Penang
Food,2.8,True,Kota Kinabalu
Clothing,4.7,False,Kuching
Electronics,11.0,True,Penang
Food,8.5,False,Kota Kinabalu
Machinery,56.9,False,Kota Kinabalu
Clothing,1.8,False,Kuala Lumpur
Documents,0.7,False,Kuala Lumpur
Furniture,23.5,False,Kota Kinabalu
Clothing,2.6,False,Kuala Lumpur
Machinery,44.6,False,Kuala Lumpur
Clothing,1.0,False,Kota Kinabalu
Machinery,64.1,False,Kota Kinabalu
Clothing,3.9,False,Kota Kinabalu
Food,5.1,False,Penang
Furniture,29.1,False,Kuching
Electronics,15.9,False,Johor Bahru
Furniture,23.5,True,Kota Kinabalu
Clothing,3.7,True,Penang
Food,9.1,True,Johor Bahru
Food,3.0,True,Johor Bahru
Food,5.9,True,Penang
Documents,1.6,True,Johor Bahru
Clothing,2.6,False,Kuala Lumpur
Machinery,36.7,False,Kuching
Furniture,42.3,False,Penang
Furniture,25.6,False,Kuching
Machinery,66.1,False,Penang
Clothing,0.8,False,Kota Kinabalu
Electronics,19.7,True,Kuala Lumpur
Electronics,15.9,True,Kuala Lumpur
Documents,0.7,False,Penang
Documents,0.6,False,Kota Kinabalu
Furniture,25.2,True,Kota Kinabalu
Electronics,8.9,True,Johor Bahru
Furniture,43.2,True,Kota Kinabalu
